6.300000000000000000e+01,2.009882644575430731e+03,1.489979614800924537e+03,2.070206880569458008e+00,2.005273103713989258e+00,1.249730680137872696e-02
6.300000000000000000e+01,7.209101900287602405e+01,1.558115062611948360e+03,2.083776712417602539e+00,2.000952243804931641e+00,8.663700222969055176e-01
6.300000000000000000e+01,2.112328892576147155e+03,1.715066846121118488e+03,2.088344335556030273e+00,2.001260757446289062e+00,-1.118712902069091797e+00
5.100000000000000000e+01,1.616424336659743233e+02,1.727016903554088003e+03,2.045774698257446289e+00,1.815440177917480469e+00,-4.205780029296875000e-01
5.500000000000000000e+01,1.662301288244569150e+03,1.727955163777970711e+03,2.004618406295776367e+00,1.871340394020080566e+00,1.385774135589599609e+00
7.200000000000000000e+01,1.245260807139663484e+03,1.738258418551891964e+03,2.403077125549316406e+00,2.094239473342895508e+00,3.079023659229278564e-01
9.900000000000000000e+01,2.114691811711748869e+03,1.748183164414458361e+03,2.406426429748535156e+00,2.398287534713745117e+00,-3.342781364917755127e-01
5.800000000000000000e+01,4.484422301348975566e+02,1.838196774741401896e+03,2.778351783752441406e+00,1.587816119194030762e+00,2.200248390436172485e-01
5.600000000000000000e+01,8.852421730394762278e+01,1.897297297167703846e+03,1.953938484191894531e+00,1.948032975196838379e+00,4.706113934516906738e-01
6.300000000000000000e+01,1.302896954568301908e+03,1.916806758040692102e+03,2.069981336593627930e+00,2.025484561920166016e+00,-1.439981102943420410e+00
1.030000000000000000e+02,2.075458515637295477e+03,2.004883772986476970e+03,2.517215490341186523e+00,2.404416322708129883e+00,1.636716425418853760e-01
2.150000000000000000e+02,1.118163162262148262e+03,2.027256809707247157e+03,5.198303222656250000e+00,2.967419385910034180e+00,-2.947456240653991699e-01
7.800000000000000000e+01,2.023472758048248124e+03,2.069010036761887022e+03,2.354254245758056641e+00,2.143035173416137695e+00,7.500814739614725113e-03
6.300000000000000000e+01,2.068063568895640856e+03,2.070810114078918104e+03,2.143039703369140625e+00,1.958397984504699707e+00,-1.579248905181884766e-01
